0.2,1,0,0,-2,0,0
0.6,1,0,0,-2,0,0
1,0.999288,0.00391574,0.00153331,-1.9972,0.0151947,0.00023088
1.4,0.991312,0.0150691,0.0162199,-1.96765,0.0530877,0.00143791
1.8,0.958096,0.0426546,0.101079,-1.86146,0.117329,0.00424882
2.2,0.806884,0.171606,1.33858,-1.55334,0.236831,0.0115886
2.6,0.453732,0.249924,2.40239,-1.08111,0.249692,0.00922278
3,0.276092,0.191979,1.22853,-0.8268,0.200758,0.0044782
3.4,0.207492,0.150732,0.668239,-0.68428,0.17602,0.00268019
3.8,0.177944,0.131968,0.458301,-0.592352,0.169148,0.00198137
4.2,0.15524,0.117341,0.32783,-0.52256,0.162791,0.00150232
4.6,0.14134,0.107196,0.249806,-0.471184,0.158645,0.00118943
5,0.136552,0.100401,0.201605,-0.42784,0.156647,0.000981529
5.4,0.130264,0.0972622,0.175184,-0.392928,0.154288,0.000816348
5.8,0.122024,0.0922383,0.146688,-0.363504,0.152006,0.000686855
6.2,0.118464,0.0900846,0.130891,-0.336424,0.150557,0.000589686
6.6,0.116608,0.0870642,0.114851,-0.317352,0.150052,0.000516886
7,0.11222,0.0850968,0.10345,-0.297248,0.148255,0.000448564
7.4,0.109924,0.0826607,0.0923351,-0.277248,0.148236,0.000401276
7.8,0.108764,0.0811157,0.0843558,-0.267088,0.148571,0.000362809
