16,0.1,0.352862,0.00183076,0.0335482,-8.88542,0.212159
16,0.2,0.368728,0.0026201,0.0332027,-8.79017,0.0271228
16,0.3,0.378437,0.00325913,0.031967,-8.68671,0.00966485
16,0.4,0.382965,0.00378486,0.0321253,-8.58116,0.00301187
16,0.5,0.382732,0.00430597,0.0329911,-8.47274,0.00134539
16,0.6,0.38991,0.00466978,0.0314898,-8.35939,0.000895446
16,0.7,0.410046,0.00523268,0.0322589,-8.24136,0.000665458
16,0.8,0.421478,0.00568524,0.0317833,-8.1188,0.00057392
16,0.9,0.437571,0.00601115,0.0296791,-7.98823,0.000601286
16,1,0.437063,0.00645393,0.0313525,-7.84895,0.000484511
16,1.1,0.433426,0.00684151,0.0318598,-7.69825,0.000539135
16,1.2,0.432485,0.00732201,0.0337403,-7.53132,0.000501549
16,1.3,0.445742,0.00773627,0.0337718,-7.3437,0.000555194
16,1.4,0.43246,0.00818941,0.0352229,-7.11736,0.000655319
16,1.5,0.45276,0.00864367,0.0350794,-6.89266,0.000331578
16,1.6,0.449099,0.00894821,0.0358519,-6.78496,0.000217097
16,1.7,0.436568,0.00901092,0.0347083,-6.70913,0.000156273
16,1.8,0.449422,0.00912091,0.0326318,-6.65095,0.000123166
16,1.9,0.45063,0.009597,0.0354103,-6.60225,0.000102915
16,2,0.446126,0.00971532,0.0336253,-6.56295,8.99311e-05
16,2.1,0.442469,0.00997055,0.0339389,-6.52901,7.55286e-05
16,2.2,0.45743,0.0100207,0.0315191,-6.49874,6.89538e-05
16,2.3,0.429506,0.0101402,0.0340138,-6.47249,5.85784e-05
16,2.4,0.451659,0.0103722,0.0316287,-6.44962,5.42867e-05
16,2.5,0.442539,0.0103217,0.0312394,-6.42891,4.79417e-05
16,2.6,0.441115,0.0103528,0.0308526,-6.41023,4.23014e-05
16,2.7,0.445977,0.0107098,0.0310514,-6.39324,4.09851e-05
16,2.8,0.449677,0.0106099,0.028679,-6.37728,3.63715e-05
16,2.9,0.445509,0.0107945,0.03003,-6.36265,3.43493e-05
16,3,0.450487,0.0109113,0.0283106,-6.3489,3.16182e-05
16,3.1,0.44144,0.010906,0.0285666,-6.33653,2.9005e-05
16,3.2,0.452195,0.0110176,0.0271136,-6.32563,2.68426e-05
16,3.3,0.448984,0.0110388,0.0265239,-6.31434,2.56013e-05
16,3.4,0.43938,0.0112284,0.0273238,-6.30494,2.36526e-05
16,3.5,0.444113,0.0112544,0.0263478,-6.29528,2.18095e-05
16,3.6,0.443944,0.0114099,0.0268885,-6.2862,2.06807e-05
16,3.7,0.454133,0.0113571,0.0247128,-6.27815,1.95412e-05
16,3.8,0.442436,0.0114571,0.0254627,-6.2704,1.83201e-05
16,3.9,0.44447,0.0115286,0.0249335,-6.26335,1.74036e-05
16,4,0.443492,0.0115108,0.0240116,-6.25632,1.64793e-05
16,4.1,0.442109,0.0116788,0.0243745,-6.24973,1.55497e-05
16,4.2,0.436077,0.0115081,0.0239348,-6.24344,1.47309e-05
16,4.3,0.446585,0.0116864,0.0232665,-6.23795,1.47244e-05
16,4.4,0.447595,0.0117574,0.0224446,-6.23223,1.30558e-05
16,4.5,0.437962,0.0118916,0.0235636,-6.2266,1.3168e-05
16,4.6,0.431249,0.0117703,0.0224122,-6.22193,1.21119e-05
16,4.7,0.447577,0.0118376,0.0214779,-6.21633,1.19336e-05
16,4.8,0.447204,0.0121498,0.0214127,-6.21149,1.09688e-05
16,4.9,0.445278,0.0119437,0.0211025,-6.20731,1.05294e-05
16,5,0.441493,0.0119437,0.0208759,-6.20299,1.00173e-05
2,0.1,0.325932,0.0420773,0.036975,-8.9087,0.11841
2,0.2,0.362006,0.0573217,0.0323839,-8.82974,0.101203
2,0.3,0.359449,0.0735143,0.0342102,-8.72951,0.114615
2,0.4,0.358566,0.0844315,0.0351656,-8.64165,0.115081
2,0.5,0.371646,0.0938005,0.0320222,-8.55853,0.114434
2,0.6,0.378289,0.105448,0.0326448,-8.4549,0.122786
2,0.7,0.374583,0.114745,0.0342573,-8.3566,0.123508
2,0.8,0.386623,0.124177,0.0329969,-8.25586,0.126033
2,0.9,0.394191,0.131595,0.0329713,-8.17361,0.122209
2,1,0.405389,0.140626,0.0325224,-8.06099,0.134411
2,1.1,0.395925,0.148742,0.0336541,-7.94095,0.134543
2,1.2,0.420907,0.157625,0.0323235,-7.84526,0.137993
2,1.3,0.412457,0.165078,0.0336079,-7.72835,0.136575
2,1.4,0.407182,0.169924,0.0335035,-7.63509,0.127043
2,1.5,0.430845,0.179243,0.0325757,-7.52451,0.122087
2,1.6,0.409413,0.184699,0.0339905,-7.43607,0.109501
2,1.7,0.432767,0.190613,0.0319977,-7.34774,0.103526
2,1.8,0.430785,0.196438,0.0324497,-7.27917,0.0935949
2,1.9,0.433286,0.2028,0.0320455,-7.17998,0.0865187
2,2,0.439116,0.20701,0.0305299,-7.12378,0.0769703
2,2.1,0.43444,0.211699,0.0309,-7.06823,0.0719228
2,2.2,0.445089,0.215478,0.0302895,-7.00951,0.0659447
2,2.3,0.443852,0.21995,0.030633,-6.96762,0.0600302
2,2.4,0.452255,0.223123,0.0289269,-6.90784,0.0551305
2,2.5,0.446366,0.229496,0.0295685,-6.86817,0.0485863
2,2.6,0.448446,0.230156,0.0288356,-6.83796,0.0457228
2,2.7,0.43679,0.23108,0.0295122,-6.80416,0.0403258
2,2.8,0.439082,0.236841,0.0291796,-6.7503,0.0387117
2,2.9,0.455479,0.234573,0.0267048,-6.7387,0.0356851
2,3,0.449192,0.240265,0.0264826,-6.71481,0.0317309
2,3.1,0.446186,0.238366,0.0256743,-6.68687,0.0290694
2,3.2,0.438369,0.24262,0.026874,-6.66039,0.029251
2,3.3,0.449458,0.245511,0.0261803,-6.63978,0.0279836
2,3.4,0.445594,0.247516,0.0257732,-6.62179,0.0256486
2,3.5,0.447131,0.250367,0.0253897,-6.60059,0.0233059
2,3.6,0.452067,0.250565,0.024407,-6.58014,0.022137
2,3.7,0.460045,0.255767,0.024187,-6.56005,0.0201779
2,3.8,0.440852,0.2543,0.0243821,-6.55202,0.0197853
2,3.9,0.464417,0.25979,0.0229103,-6.52606,0.018222
2,4,0.453557,0.257876,0.0232519,-6.52844,0.0169652
2,4.1,0.45761,0.258837,0.0225961,-6.50963,0.0164107
2,4.2,0.458129,0.262267,0.0220502,-6.50063,0.015162
2,4.3,0.453986,0.263319,0.0225299,-6.48234,0.014626
2,4.4,0.461105,0.263773,0.0212916,-6.46743,0.0137234
2,4.5,0.453824,0.266588,0.0221587,-6.45878,0.0136038
2,4.6,0.457825,0.265531,0.0208559,-6.45654,0.0124807
2,4.7,0.454854,0.267997,0.020855,-6.44088,0.0119145
2,4.8,0.460022,0.268006,0.0201499,-6.42912,0.0114531
2,4.9,0.455175,0.267243,0.0201918,-6.4304,0.0115435
2,5,0.457899,0.273013,0.0205892,-6.40061,0.0110927
4,0.1,0.361077,0.0145838,0.0340364,-8.89904,0.0222226
4,0.2,0.338461,0.0209405,0.0344882,-8.79804,0.015857
4,0.3,0.359512,0.0253211,0.0321682,-8.69785,0.0171882
4,0.4,0.369091,0.029781,0.032203,-8.59013,0.0169794
4,0.5,0.400503,0.0338764,0.0307414,-8.4813,0.0165661
4,0.6,0.404229,0.0381375,0.0317572,-8.3716,0.0177397
4,0.7,0.399442,0.0414666,0.0324821,-8.25636,0.0184717
4,0.8,0.412805,0.0448494,0.0315554,-8.14352,0.0187474
4,0.9,0.408908,0.0482885,0.0325535,-8.01389,0.020488
4,1,0.414989,0.0518219,0.0333143,-7.88393,0.020972
4,1.1,0.431601,0.0548304,0.0333457,-7.73845,0.0230187
4,1.2,0.428189,0.0583832,0.0340093,-7.58821,0.0240911
4,1.3,0.43001,0.0601285,0.0329253,-7.42988,0.0266588
4,1.4,0.434633,0.0642113,0.0345192,-7.25877,0.0268348
4,1.5,0.448208,0.0674739,0.0343841,-7.08081,0.0251182
4,1.6,0.431588,0.0689875,0.0353473,-6.9372,0.0210908
4,1.7,0.448239,0.0713002,0.0337197,-6.82809,0.0160363
4,1.8,0.450264,0.0746642,0.0347271,-6.72963,0.0117101
4,1.9,0.438005,0.0758798,0.0354497,-6.66413,0.00975075
4,2,0.447613,0.076951,0.0335955,-6.60947,0.00781845
