10,10,-0.0217815
10,5.25,0.0394052
10,5.5,0.0222671
10,6,0.0177557
10,7,-0.0176905
10,8,0.0368314
10,9,0.0135751
12,10,0.0477728
12,5.5,-0.0376209
12,6,0.026265
12,7,-0.0438388
12,8,-0.00144556
12,9,0.0156127
14,10,0.0394704
14,7,-0.0137991
14,8,0.0218417
14,9,0.000564657
16,10,0.0091559
16,9,0.00571358
2,0.1,0.666667
2,10,0.229993
2,1,0.666667
2,2,0.664401
2,3,0.633588
2,3.5,0.605336
2,3.75,0.581812
2,4,0.558204
2,4.125,0.556011
2,4.25,0.542675
2,4.375,0.527514
2,4.45,0.518942
2,4.55,0.513166
2,4.5,0.520062
2,4.625,0.50424
2,4.75,0.500106
2,4.875,0.485432
2,5,0.477564
2,5.25,0.45502
2,5.5,0.429786
2,6,0.398102
2,7,0.340744
2,8,0.292364
2,9,0.253419
4,0.1,0.666667
4,10,0.0419687
4,1,0.666667
4,2,0.666417
4,3,0.662903
4,3.5,0.653802
4,3.75,0.640882
4,4,0.612066
4,4.125,0.591717
4,4.25,0.56322
4,4.375,0.532936
4,4.45,0.51296
4,4.55,0.483527
4,4.5,0.502086
4,4.625,0.460878
4,4.75,0.4258
4,4.875,0.386597
4,5,0.3508
4,5.25,0.278921
4,5.5,0.242236
4,6,0.174468
4,7,0.0730821
4,8,0.0694768
4,9,0.0488138
6,10,0.0128279
6,4.375,0.556908
6,4.45,0.518963
6,4.55,0.462866
6,4.5,0.492869
6,4.625,0.417418
6,4.75,0.347724
6,4.875,0.291716
6,5,0.227404
6,5.25,0.125278
6,5.5,0.0960179
6,6,0.046296
6,7,-0.00689835
6,8,0.0425569
6,9,0.0358838
8,10,0.0200196
8,4.75,0.24999
8,4.875,0.199609
8,5,0.118519
8,5.25,0.072453
8,5.5,0.063954
8,6,0.0182332
8,7,0.0349124
8,8,0.0333787
8,9,0.0449436
